window_start	window_end	window_mid	mean_meth_haplotype1	mean_meth_haplotype2	control_maternal_mean	mean_meth_haplotype1_smoothed	mean_meth_haplotype2_smoothed	control_maternal_mean_smoothed
18051000	18052000	18051500	NaN	NaN	0.7328498854087089	NaN	NaN	0.8236168120907257
18052000	18053000	18052500	NaN	NaN	0.7742526315789473	NaN	NaN	0.8236168120907257
18053000	18054000	18053500	NaN	NaN	0.933515461329417	NaN	NaN	0.8237715438043716
18054000	18055000	18054500	NaN	NaN	0.8950974713319613	NaN	NaN	0.8168734567901235
18055000	18056000	18055500	NaN	NaN	0.7964330109528308	NaN	NaN	0.8167187250764776
18056000	18057000	18056500	NaN	NaN	0.8587019970392313	NaN	NaN	0.8165639933628317
18057000	18058000	18057500	NaN	NaN	0.8576660228108903	0.7094245689655172	NaN	0.8168734567901235
18058000	18059000	18058500	NaN	NaN	0.8306696308186196	0.7036666666666667	NaN	0.8168734567901235
18059000	18060000	18059500	NaN	NaN	0.7567899180254833	0.7163958333333333	NaN	0.8168734567901235
18060000	18061000	18060500	NaN	NaN	0.8318857002698061	0.7291249999999999	NaN	0.8306696308186196
18061000	18062000	18061500	NaN	NaN	0.8165639933628317	0.7735624999999999	NaN	0.8237715438043716
18062000	18063000	18062500	NaN	NaN	0.9010533751767597	0.8179999999999998	NaN	0.8312776655442129
18063000	18064000	18063500	NaN	NaN	0.8833675958188153	0.8583571428571427	NaN	0.8306696308186196
18064000	18065000	18064500	NaN	NaN	0.92492491259452	0.8987142857142856	NaN	0.8306696308186196
18065000	18066000	18065500	NaN	NaN	0.8158161323721893	0.8583571428571427	NaN	0.8168734567901235
18066000	18067000	18066500	NaN	NaN	0.9147892992424242	0.875	NaN	0.8168734567901235
18067000	18068000	18067500	0.6756756756756757	NaN	0.7277064435408196	0.8541666666666667	NaN	0.8168734567901235
18068000	18069000	18068500	0.7291249999999999	NaN	0.8168734567901235	0.875	NaN	0.8168734567901235
18069000	18070000	18069500	0.6458749999999999	NaN	0.608010101010101	0.875	NaN	0.8168734567901235
18070000	18071000	18070500	1.0	NaN	0.5773294625690482	0.875	NaN	0.8167187250764776
18071000	18072000	18071500	0.6897241379310345	NaN	0.7547720298569356	0.875	NaN	0.8168734567901235
18072000	18073000	18072500	0.9110666666666666	NaN	0.9383125	0.875	NaN	0.8168734567901235
